Género,Edad,Destino,TIempo hospedaje,Presupuesto,Hospedaje,Transporte,Alimentacion,Interes,Interes 2
10,34,Medellin,5,1056400,1,3,5,musica,deporte
10,19,Medellin,7,626517,0,4,5,musica,cultura
9,20,Medellin,9,1395652,0,3,8,vida nocturna,cultura
10,19,Medellin,4,1288356,1,3,5,vida nocturna,deporte
9,18,Medellin,8,618222,0,4,7,vida nocturna,deporte
9,35,Medellin,7,671178,0,4,8,vida nocturna,cultura
10,28,Medellin,6,1003695,0,3,5,vida nocturna,deporte
10,19,Medellin,3,554276,0,4,5,musica,deporte
9,19,Medellin,9,648413,0,4,7,vida nocturna,deporte
9,23,Medellin,7,1932186,0,3,7,musica,cultura
10,27,Medellin,4,934947,0,3,5,musica,cultura
9,19,Medellin,9,1753511,0,3,7,vida nocturna,deporte
10,31,Medellin,9,1435514,0,3,5,musica,cultura
10,27,Medellin,9,1466386,0,3,5,vida nocturna,cultura
9,34,Medellin,7,1170976,0,3,8,musica,deporte
9,18,Medellin,5,967691,0,3,7,vida nocturna,cultura
9,28,Medellin,9,722647,0,3,7,vida nocturna,deporte
10,23,Medellin,7,1257773,0,3,5,musica,deporte
9,32,Medellin,8,880612,0,3,8,musica,cultura
10,23,Medellin,7,1651460,0,3,5,vida nocturna,cultura
10,21,Medellin,5,678235,0,4,5,vida nocturna,deporte
9,25,Medellin,3,530880,0,4,7,vida nocturna,deporte
10,27,Medellin,10,2604778,1,3,5,vida nocturna,cultura
10,18,Medellin,10,2490935,0,3,5,musica,deporte
9,18,Medellin,8,1032576,0,3,8,musica,cultura
10,25,Medellin,3,1364283,1,3,5,vida nocturna,cultura
10,32,Medellin,10,1059352,0,3,5,vida nocturna,cultura
10,23,Medellin,10,1316434,0,3,5,musica,deporte
9,28,Medellin,3,929742,0,3,7,vida nocturna,deporte
10,26,Medellin,3,1654609,1,3,5,musica,cultura
10,34,Medellin,3,1169222,1,3,5,musica,cultura
9,31,Medellin,10,1605758,0,3,8,musica,deporte
10,29,Medellin,8,942911,0,3,5,musica,cultura
10,30,Medellin,5,1330186,1,3,5,musica,cultura
10,32,Medellin,9,1123256,0,3,5,vida nocturna,cultura
10,23,Medellin,10,1675233,0,3,5,musica,deporte
9,33,Medellin,3,1942907,1,3,7,musica,cultura
10,34,Medellin,9,800240,0,3,5,vida nocturna,deporte
9,22,Medellin,8,1616318,0,3,7,musica,deporte
9,32,Medellin,5,761676,0,3,8,vida nocturna,deporte
10,24,Medellin,8,1491225,0,3,5,vida nocturna,deporte
10,33,Medellin,4,992919,0,3,5,vida nocturna,cultura
9,18,Medellin,5,1671658,1,3,8,musica,cultura
10,30,Medellin,4,1513309,1,3,5,musica,cultura
9,29,Medellin,10,1532832,0,3,8,vida nocturna,deporte
9,30,Medellin,9,1575254,0,3,7,musica,cultura
9,29,Medellin,3,1131423,1,3,8,musica,cultura
9,28,Medellin,3,809200,0,3,7,vida nocturna,cultura
9,27,Medellin,5,597278,0,4,8,musica,cultura
9,28,Medellin,4,735193,0,3,7,musica,deporte
9,22,Medellin,9,1756483,0,3,7,vida nocturna,deporte
10,30,Medellin,10,1802470,0,3,5,vida nocturna,cultura
10,21,Medellin,3,1294424,1,3,5,vida nocturna,cultura
9,35,Medellin,3,1168192,1,3,8,musica,deporte
10,31,Medellin,7,1801625,0,3,5,musica,deporte
9,19,Medellin,8,692001,0,4,7,musica,deporte
9,20,Medellin,4,1758739,1,3,8,vida nocturna,cultura
10,34,Medellin,4,706559,0,3,5,vida nocturna,cultura
10,25,Medellin,3,674359,0,4,5,musica,deporte
10,20,Medellin,9,1734160,0,3,5,musica,deporte
9,23,Medellin,4,1280800,1,3,8,vida nocturna,cultura
9,27,Medellin,4,989136,0,3,8,musica,cultura
9,23,Medellin,10,1688769,0,3,7,musica,deporte
9,35,Medellin,8,1329653,0,3,8,vida nocturna,deporte
10,32,Medellin,10,1205443,0,3,5,musica,cultura
10,31,Medellin,10,2722911,1,3,5,musica,deporte
10,25,Medellin,4,820595,0,3,5,vida nocturna,cultura
9,31,Medellin,7,1019326,0,3,8,musica,deporte
9,32,Medellin,9,1213910,0,3,7,musica,cultura
10,23,Medellin,5,830139,0,3,5,vida nocturna,deporte
10,35,Medellin,7,1204010,0,3,5,vida nocturna,cultura
9,18,Medellin,6,1909828,0,3,8,musica,cultura
10,30,Medellin,6,695340,0,4,5,vida nocturna,deporte
9,27,Medellin,8,944056,0,3,8,musica,cultura
9,32,Medellin,6,740813,0,3,8,musica,cultura
9,26,Medellin,3,885817,0,3,8,vida nocturna,deporte
10,23,Medellin,10,1760912,0,3,5,musica,cultura
9,28,Medellin,7,1059633,0,3,7,musica,cultura
10,30,Medellin,9,1914493,0,3,5,musica,deporte
10,18,Medellin,5,1791418,1,3,5,musica,deporte
9,18,Medellin,4,1918318,1,3,8,musica,deporte
10,32,Medellin,3,1239601,1,3,5,vida nocturna,deporte
10,30,Medellin,9,764168,0,3,5,musica,cultura
10,33,Medellin,8,717265,0,3,5,vida nocturna,deporte
10,30,Medellin,6,1638811,0,3,5,musica,deporte
10,28,Medellin,10,2482752,0,3,5,vida nocturna,cultura
10,27,Medellin,9,1663574,0,3,5,vida nocturna,deporte
10,35,Medellin,7,1318024,0,3,5,vida nocturna,cultura
10,27,Medellin,7,1585912,0,3,5,musica,deporte
10,18,Medellin,4,1329450,1,3,5,vida nocturna,deporte
9,27,Medellin,10,2116118,0,3,7,musica,cultura
10,19,Medellin,6,1686856,0,3,5,vida nocturna,cultura
9,23,Medellin,9,1580912,0,3,8,musica,cultura
9,27,Medellin,10,1641721,0,3,7,vida nocturna,cultura
9,23,Medellin,3,1626425,1,3,7,vida nocturna,deporte
10,23,Medellin,9,1265909,0,3,5,vida nocturna,deporte
10,23,Medellin,9,1765321,0,3,5,musica,cultura
10,22,Medellin,5,1126964,1,3,5,vida nocturna,cultura
10,30,Medellin,10,2972656,1,3,5,vida nocturna,cultura
9,28,Medellin,4,1703313,1,2,8,vida nocturna,deporte
10,29,Medellin,5,1736030,1,3,5,musica,deporte
10,18,Medellin,3,1358499,1,3,5,vida nocturna,cultura
9,31,Medellin,6,1550767,0,3,7,vida nocturna,deporte
9,27,Medellin,10,1509991,0,3,7,vida nocturna,cultura
10,28,Medellin,9,503848,0,4,5,musica,deporte
10,27,Medellin,9,1512489,0,3,5,musica,cultura
9,22,Medellin,3,1155099,1,3,8,vida nocturna,deporte
9,29,Medellin,8,1119932,0,3,8,musica,cultura
10,19,Medellin,5,1734513,1,3,5,vida nocturna,deporte
10,28,Medellin,5,1634603,1,3,5,musica,deporte
9,21,Medellin,6,1085078,0,3,7,musica,deporte
10,22,Medellin,7,1640185,0,3,5,vida nocturna,cultura
9,19,Medellin,6,1530105,0,3,8,vida nocturna,deporte
9,22,Medellin,6,1138970,0,3,7,musica,deporte
10,28,Medellin,10,1010762,0,3,5,musica,cultura
9,26,Medellin,9,900905,0,3,7,musica,cultura
9,35,Medellin,7,1896298,0,3,8,vida nocturna,cultura
10,30,Medellin,3,1251730,1,3,5,vida nocturna,cultura
10,19,Medellin,4,1587355,1,3,5,vida nocturna,cultura
9,25,Medellin,6,1987209,0,3,8,musica,cultura
9,26,Medellin,4,1105359,1,3,7,musica,deporte
10,25,Medellin,4,939154,0,3,5,musica,deporte
9,20,Medellin,3,1360532,1,3,8,musica,cultura
9,22,Medellin,10,1116148,0,3,8,musica,cultura
9,33,Medellin,7,732780,0,3,7,vida nocturna,deporte
10,33,Medellin,3,974622,0,3,5,musica,cultura
9,33,Medellin,8,546103,0,4,7,musica,deporte
9,26,Medellin,3,1077158,1,3,8,musica,deporte
10,31,Medellin,10,2053400,0,3,5,vida nocturna,cultura
10,23,Medellin,8,710854,0,3,5,vida nocturna,cultura
10,21,Medellin,5,776744,0,3,5,musica,deporte
10,29,Medellin,5,506477,0,4,5,vida nocturna,deporte
9,32,Medellin,8,1537048,0,3,7,vida nocturna,deporte
9,19,Medellin,6,548446,0,4,7,musica,cultura
10,32,Medellin,10,2972170,1,3,5,vida nocturna,cultura
9,18,Medellin,8,846100,0,3,8,vida nocturna,deporte
9,33,Medellin,7,1394427,0,3,7,musica,deporte
10,31,Medellin,6,1304543,0,3,5,vida nocturna,cultura
9,28,Medellin,9,570914,0,4,8,vida nocturna,cultura
10,27,Medellin,4,1296320,1,3,5,musica,deporte
9,34,Medellin,10,2061822,0,3,8,musica,cultura
9,25,Medellin,6,808583,0,3,7,musica,deporte
9,34,Medellin,9,1734994,0,3,7,musica,cultura
10,22,Medellin,4,1578650,1,3,5,vida nocturna,cultura
10,34,Medellin,8,1458639,0,3,5,vida nocturna,cultura
10,35,Medellin,9,1872739,0,3,5,musica,deporte
9,21,Medellin,7,1621730,0,3,7,vida nocturna,cultura
10,29,Medellin,8,1022019,0,3,5,vida nocturna,deporte
10,18,Medellin,9,945914,0,3,5,musica,deporte
9,19,Medellin,6,889043,0,3,7,vida nocturna,deporte
10,35,Medellin,3,1585981,1,3,5,musica,deporte
9,24,Medellin,5,995891,0,3,7,musica,deporte
9,25,Medellin,7,1905154,0,3,8,vida nocturna,cultura
9,27,Medellin,10,2092789,0,3,8,musica,deporte
9,25,Medellin,8,745750,0,3,8,vida nocturna,cultura
9,21,Medellin,10,2061445,0,3,8,musica,deporte
10,29,Medellin,10,1441081,0,3,5,vida nocturna,deporte
10,33,Medellin,3,759057,0,3,5,musica,cultura
9,19,Medellin,5,956587,0,3,8,vida nocturna,deporte
9,34,Medellin,6,745642,0,3,8,musica,deporte
9,26,Medellin,3,1803767,1,3,7,vida nocturna,deporte
10,29,Medellin,8,1610665,0,3,5,musica,deporte
10,21,Medellin,3,1368124,1,3,5,musica,deporte
10,28,Medellin,6,1050476,0,3,5,musica,cultura
9,26,Medellin,4,1935505,1,3,8,vida nocturna,deporte
9,19,Medellin,7,1944408,0,3,7,musica,cultura
10,27,Medellin,7,1162846,0,3,5,musica,deporte
10,33,Medellin,7,699307,0,4,5,vida nocturna,cultura
10,19,Medellin,8,1546280,0,3,5,vida nocturna,cultura
10,32,Medellin,8,1411588,0,3,5,vida nocturna,deporte
10,35,Medellin,7,781919,0,3,5,musica,deporte
9,32,Medellin,6,1504042,0,3,7,vida nocturna,cultura
10,24,Medellin,4,1842803,1,3,5,vida nocturna,deporte
10,22,Medellin,4,1564819,1,3,5,vida nocturna,deporte
10,31,Medellin,6,585294,0,4,5,musica,cultura
9,22,Medellin,9,508385,0,4,8,musica,cultura
9,23,Medellin,8,1282692,0,3,7,musica,cultura
9,30,Medellin,8,600098,0,4,7,vida nocturna,deporte
10,31,Medellin,4,1454354,1,3,5,musica,cultura
9,33,Medellin,4,602327,0,4,8,vida nocturna,cultura
10,22,Medellin,5,785758,0,3,5,musica,deporte
10,33,Medellin,6,734960,0,3,5,musica,deporte
9,34,Medellin,7,1505129,0,3,7,musica,deporte
10,31,Medellin,4,832301,0,3,5,musica,cultura
10,21,Medellin,10,2946457,1,3,5,musica,cultura
10,25,Medellin,8,1303729,0,3,5,musica,cultura
10,29,Medellin,9,1373526,0,3,5,vida nocturna,cultura
9,31,Medellin,10,2504645,1,3,7,vida nocturna,deporte
9,33,Medellin,7,1194149,0,3,8,vida nocturna,cultura
9,29,Medellin,7,1985973,0,3,8,musica,deporte
10,25,Medellin,6,948746,0,3,5,musica,cultura
10,26,Medellin,8,1537350,0,3,5,musica,deporte
10,35,Medellin,10,2314734,0,3,5,musica,deporte
9,29,Medellin,4,864507,0,3,7,musica,deporte
9,25,Medellin,9,1703830,0,3,7,musica,deporte
10,26,Medellin,6,1147333,0,3,5,musica,cultura
9,32,Medellin,5,741254,0,3,8,musica,cultura
10,33,Medellin,4,1711208,1,3,5,vida nocturna,cultura
10,30,Medellin,4,748559,0,3,5,musica,cultura
10,34,Medellin,7,1366708,0,3,5,vida nocturna,deporte
10,34,Medellin,6,1143540,0,3,5,vida nocturna,cultura
9,31,Medellin,7,1635978,0,3,8,vida nocturna,cultura
9,19,Medellin,7,665557,0,4,8,musica,deporte
9,24,Medellin,6,1854007,0,3,7,musica,deporte
9,26,Medellin,6,1254785,0,3,8,musica,cultura
9,27,Medellin,5,854690,0,3,8,musica,cultura
9,25,Medellin,9,1683376,0,3,7,musica,cultura
9,31,Medellin,7,1255245,0,3,7,musica,deporte
9,21,Medellin,5,1725665,1,3,7,vida nocturna,cultura
9,18,Medellin,9,1010000,0,3,7,musica,cultura
9,21,Medellin,8,1189528,0,3,7,musica,cultura
10,19,Medellin,4,1352246,1,3,5,vida nocturna,cultura
9,19,Medellin,6,1545388,0,3,8,vida nocturna,cultura
9,25,Medellin,5,1890880,1,3,8,vida nocturna,deporte
9,29,Medellin,9,1379725,0,3,8,musica,cultura
10,25,Medellin,4,1403513,1,3,5,vida nocturna,deporte
10,25,Medellin,6,1711450,0,3,5,musica,deporte
10,26,Medellin,5,901389,0,3,5,vida nocturna,deporte
9,20,Medellin,10,2387464,0,3,8,vida nocturna,deporte
10,20,Medellin,6,514901,0,4,5,vida nocturna,deporte
10,26,Medellin,9,1126744,0,3,5,vida nocturna,cultura
9,18,Medellin,7,989968,0,3,7,vida nocturna,deporte
9,28,Medellin,9,1487060,0,3,8,musica,deporte
9,25,Medellin,9,800509,0,3,8,vida nocturna,cultura
9,31,Medellin,4,746547,0,3,8,vida nocturna,cultura
10,30,Medellin,7,857222,0,3,5,musica,cultura
9,23,Medellin,10,1531818,0,3,8,musica,cultura
9,29,Medellin,10,2276376,0,3,7,musica,cultura
9,24,Medellin,3,612351,0,4,8,vida nocturna,cultura
9,20,Medellin,3,1838307,1,3,7,vida nocturna,deporte
10,18,Medellin,6,506187,0,4,5,musica,deporte
9,32,Medellin,9,785283,0,3,7,musica,deporte
10,34,Medellin,6,1374275,0,3,5,vida nocturna,cultura
9,35,Medellin,7,950288,0,3,8,musica,deporte
9,21,Medellin,10,1190875,0,3,7,musica,cultura
9,28,Medellin,8,711783,0,3,8,vida nocturna,deporte
9,28,Medellin,4,692398,0,4,8,musica,cultura
9,33,Medellin,8,1084375,0,3,8,musica,deporte
9,29,Medellin,9,927724,0,3,7,musica,deporte
10,25,Medellin,3,1828539,1,3,5,musica,deporte
9,31,Medellin,7,571599,0,4,7,vida nocturna,deporte
9,31,Medellin,4,1977230,1,3,8,vida nocturna,cultura
9,25,Medellin,9,1800358,0,3,8,vida nocturna,deporte
9,21,Medellin,10,2766407,1,3,8,musica,cultura
10,34,Medellin,4,719237,0,3,5,vida nocturna,deporte
9,21,Medellin,9,1216742,0,3,8,vida nocturna,cultura
9,19,Medellin,10,2130032,0,3,8,musica,cultura
10,31,Medellin,4,889227,0,3,5,musica,cultura
10,31,Medellin,3,890990,0,3,5,vida nocturna,deporte
10,21,Medellin,3,516587,0,4,5,musica,cultura
10,35,Medellin,6,1117036,0,3,5,vida nocturna,cultura
10,21,Medellin,8,681221,0,4,5,musica,cultura
9,23,Medellin,6,1235276,0,3,8,vida nocturna,deporte
9,35,Medellin,4,680757,0,4,7,vida nocturna,cultura
9,30,Medellin,10,1399745,0,3,8,vida nocturna,cultura
10,26,Medellin,7,648421,0,4,5,musica,deporte
9,18,Medellin,9,514083,0,4,8,vida nocturna,cultura
10,35,Medellin,6,696253,0,4,5,musica,deporte
9,29,Medellin,7,1987814,0,3,7,musica,deporte
9,24,Medellin,3,751541,0,3,7,musica,deporte
9,32,Medellin,4,580468,0,4,7,musica,deporte
10,26,Medellin,5,1906009,1,3,5,musica,deporte
9,30,Medellin,3,1097807,1,3,8,vida nocturna,cultura
10,21,Medellin,4,1194068,1,3,5,vida nocturna,deporte
9,32,Medellin,6,731215,0,3,7,musica,cultura
10,26,Medellin,9,1596535,0,3,5,vida nocturna,cultura
9,26,Medellin,7,1857805,0,3,7,musica,cultura
10,34,Medellin,7,1676673,0,3,5,vida nocturna,deporte
10,29,Medellin,10,1580555,0,3,5,musica,cultura
9,31,Medellin,10,1954156,0,3,7,vida nocturna,deporte
10,27,Medellin,4,1671015,1,3,5,vida nocturna,cultura
10,28,Medellin,4,667100,0,4,5,musica,deporte
10,31,Medellin,9,1960332,0,3,5,musica,cultura
10,27,Medellin,10,1528915,0,3,5,vida nocturna,cultura
9,18,Medellin,5,1355870,1,3,7,vida nocturna,cultura
9,19,Medellin,10,1859848,0,3,7,musica,deporte
9,31,Medellin,5,1869135,1,3,8,vida nocturna,cultura
9,22,Medellin,7,1756852,0,3,8,vida nocturna,deporte
10,19,Medellin,8,1446824,0,3,5,musica,deporte
9,21,Medellin,6,864750,0,3,8,vida nocturna,cultura
10,26,Medellin,8,1423070,0,3,5,musica,cultura
9,19,Medellin,6,831830,0,3,8,vida nocturna,deporte
10,32,Medellin,7,1884073,0,3,5,vida nocturna,cultura
9,20,Medellin,3,1328640,1,3,8,vida nocturna,cultura
9,31,Medellin,4,1290780,1,3,7,vida nocturna,deporte
9,20,Medellin,3,703723,0,3,8,vida nocturna,cultura
10,31,Medellin,5,878400,0,3,5,vida nocturna,deporte
9,25,Medellin,8,843236,0,3,8,vida nocturna,deporte
9,18,Medellin,3,1533588,1,3,8,musica,deporte
9,29,Medellin,7,1362566,0,3,7,musica,cultura
10,32,Medellin,5,1624887,1,3,5,musica,cultura
10,23,Medellin,4,826519,0,3,5,vida nocturna,deporte
10,28,Medellin,10,2049620,0,3,5,vida nocturna,cultura
9,22,Medellin,4,1230804,1,2,8,vida nocturna,cultura
9,20,Medellin,6,1384792,0,3,8,vida nocturna,cultura
10,19,Medellin,4,1424129,1,3,5,musica,deporte
10,30,Medellin,7,1978541,0,3,5,musica,deporte
10,35,Medellin,9,729346,0,3,5,musica,deporte
9,24,Medellin,5,1521674,1,3,8,vida nocturna,cultura
10,24,Medellin,6,1717450,0,3,5,vida nocturna,deporte
10,34,Medellin,10,2947782,1,3,5,vida nocturna,deporte
9,31,Medellin,3,1777084,1,2,7,vida nocturna,deporte
9,19,Medellin,4,605459,0,4,7,musica,deporte
9,19,Medellin,5,1406006,1,3,7,musica,deporte
9,26,Medellin,7,1116049,0,3,8,musica,cultura
9,18,Medellin,8,1523005,0,3,7,vida nocturna,cultura
9,23,Medellin,10,1282811,0,3,8,vida nocturna,deporte
10,27,Medellin,6,1855535,0,3,5,musica,cultura
9,32,Medellin,3,1576525,1,3,8,vida nocturna,cultura
10,29,Medellin,8,661110,0,4,5,vida nocturna,deporte
10,30,Medellin,7,1731872,0,3,5,vida nocturna,deporte
9,32,Medellin,7,1951334,0,3,8,vida nocturna,cultura
9,25,Medellin,7,1758546,0,3,8,musica,cultura
10,18,Medellin,10,1846470,0,3,5,musica,cultura
9,32,Medellin,3,1403538,1,3,7,vida nocturna,deporte
9,23,Medellin,3,1106548,1,3,8,vida nocturna,deporte
10,22,Medellin,3,1446654,1,3,5,musica,deporte
9,20,Medellin,5,1650372,1,3,8,musica,deporte
9,22,Medellin,3,1991876,1,3,8,musica,deporte
10,35,Medellin,4,1552427,1,3,5,vida nocturna,cultura
9,33,Medellin,4,774073,0,3,8,musica,cultura
10,25,Medellin,7,1450273,0,3,5,musica,cultura
9,23,Medellin,9,596909,0,4,8,vida nocturna,cultura
9,22,Medellin,10,2649129,1,3,7,vida nocturna,cultura
9,29,Medellin,8,1108185,0,3,8,musica,cultura
9,32,Medellin,3,1009661,1,3,8,vida nocturna,deporte
9,30,Medellin,3,1378089,1,3,8,vida nocturna,cultura
9,20,Medellin,10,2858643,1,3,8,musica,cultura
10,29,Medellin,9,851855,0,3,5,musica,cultura
9,34,Medellin,5,1740175,1,3,7,musica,cultura
10,28,Medellin,3,1042668,1,3,5,vida nocturna,deporte
10,30,Medellin,3,1245587,1,3,5,musica,deporte
10,26,Medellin,8,1492236,0,3,5,musica,cultura
9,34,Medellin,5,1991076,1,3,7,vida nocturna,cultura
10,30,Medellin,8,1390694,0,3,5,vida nocturna,cultura
9,19,Medellin,8,1304246,0,3,8,musica,deporte
10,25,Medellin,7,941522,0,3,5,musica,deporte
9,32,Medellin,5,1626385,1,3,7,vida nocturna,deporte
10,27,Medellin,10,2792928,1,3,5,vida nocturna,cultura
9,32,Medellin,5,635756,0,4,8,musica,cultura
10,34,Medellin,6,654733,0,4,5,musica,deporte
9,25,Medellin,4,1944941,1,3,8,vida nocturna,deporte
9,21,Medellin,7,1416854,0,3,8,vida nocturna,cultura
10,30,Medellin,10,2259593,0,3,5,vida nocturna,deporte
9,27,Medellin,8,1634095,0,3,7,vida nocturna,cultura
10,31,Medellin,7,986318,0,3,5,musica,deporte
10,29,Medellin,10,2365046,0,3,5,vida nocturna,deporte
10,29,Medellin,5,1995859,1,2,5,musica,deporte
9,19,Medellin,6,943159,0,3,7,vida nocturna,cultura
9,34,Medellin,9,579078,0,4,8,musica,deporte
9,35,Medellin,8,1267138,0,3,7,musica,cultura
10,32,Medellin,10,1186250,0,3,5,vida nocturna,deporte
10,34,Medellin,9,1429377,0,3,5,vida nocturna,deporte
10,24,Medellin,4,1207172,1,3,5,musica,cultura
9,22,Medellin,5,935355,0,3,8,musica,cultura
9,18,Medellin,8,1903274,0,3,8,musica,deporte
9,22,Medellin,9,933300,0,3,7,vida nocturna,deporte
9,20,Medellin,7,600065,0,4,7,musica,deporte
10,25,Medellin,10,2288775,0,3,5,vida nocturna,deporte
10,20,Medellin,3,1993555,1,2,5,vida nocturna,deporte
10,32,Medellin,8,1376190,0,3,5,musica,deporte
9,23,Medellin,3,1792471,1,3,7,musica,deporte
9,23,Medellin,9,1622944,0,3,7,vida nocturna,deporte
9,20,Medellin,5,618710,0,4,7,vida nocturna,deporte
10,33,Medellin,4,836863,0,3,5,musica,deporte
9,29,Medellin,10,2698471,1,3,8,musica,cultura
9,34,Medellin,7,1560404,0,3,7,musica,deporte
9,25,Medellin,8,1438367,0,3,8,musica,deporte
9,28,Medellin,5,685179,0,4,7,musica,cultura
9,20,Medellin,6,1076507,0,3,7,vida nocturna,deporte
10,25,Medellin,4,904800,0,3,5,vida nocturna,deporte
10,22,Medellin,9,815986,0,3,5,vida nocturna,cultura
10,29,Medellin,8,1491870,0,3,5,musica,cultura
9,34,Medellin,8,1816266,0,3,7,vida nocturna,cultura
10,20,Medellin,4,1742514,1,3,5,vida nocturna,cultura
9,29,Medellin,4,1538145,1,3,8,vida nocturna,cultura
10,26,Medellin,3,1097866,1,3,5,vida nocturna,cultura
10,22,Medellin,4,528536,0,4,5,vida nocturna,cultura
9,20,Medellin,4,729702,0,3,7,musica,cultura
9,31,Medellin,6,798982,0,3,7,musica,cultura
10,24,Medellin,6,1551202,0,3,5,musica,cultura
9,30,Medellin,3,1189996,1,3,7,musica,deporte
10,29,Medellin,5,1919500,1,3,5,vida nocturna,cultura
9,28,Medellin,5,1164064,1,3,8,musica,cultura
9,24,Medellin,4,1223539,1,3,7,vida nocturna,cultura
9,27,Medellin,7,660239,0,4,7,vida nocturna,deporte
9,35,Medellin,6,905609,0,3,8,vida nocturna,deporte
9,18,Medellin,5,1699715,1,3,8,vida nocturna,cultura
9,23,Medellin,6,1483487,0,3,8,vida nocturna,deporte
9,19,Medellin,8,837920,0,3,7,musica,deporte
10,21,Medellin,5,1736785,1,3,5,musica,deporte
9,34,Medellin,10,1376468,0,3,8,vida nocturna,deporte
9,29,Medellin,5,1164883,1,3,8,vida nocturna,deporte
9,19,Medellin,7,1287951,0,3,8,vida nocturna,cultura
9,29,Medellin,10,2969185,1,3,8,musica,deporte
9,24,Medellin,6,901746,0,3,7,vida nocturna,deporte
10,30,Medellin,3,1911660,1,3,5,musica,deporte
10,20,Medellin,9,784252,0,3,5,musica,cultura
10,24,Medellin,4,1577459,1,3,5,musica,deporte
9,33,Medellin,7,1341336,0,3,8,vida nocturna,cultura
10,34,Medellin,8,1497009,0,3,5,vida nocturna,cultura
10,19,Medellin,3,1303051,1,3,5,vida nocturna,cultura
10,33,Medellin,8,628406,0,4,5,musica,deporte
10,34,Medellin,3,1747793,1,3,5,vida nocturna,cultura
10,34,Medellin,9,667572,0,4,5,musica,cultura
9,19,Medellin,3,858087,0,3,7,vida nocturna,deporte
10,26,Medellin,7,1184249,0,3,5,vida nocturna,deporte
10,23,Medellin,5,1803105,1,3,5,musica,deporte
9,29,Medellin,4,1736295,1,3,7,musica,cultura
10,20,Medellin,4,1096929,1,3,5,vida nocturna,cultura
10,34,Medellin,8,1330158,0,3,5,musica,cultura
9,22,Medellin,3,1139567,1,3,7,musica,deporte
10,18,Medellin,4,1197120,1,3,5,musica,cultura
10,18,Medellin,8,1745688,0,3,5,musica,deporte
10,33,Medellin,8,1508020,0,3,5,vida nocturna,deporte
9,23,Medellin,8,904592,0,3,8,vida nocturna,cultura
9,29,Medellin,9,1615785,0,3,8,vida nocturna,deporte
9,28,Medellin,7,1726617,0,3,8,vida nocturna,deporte
10,18,Medellin,9,1877751,0,3,5,musica,cultura
10,24,Medellin,3,984670,0,3,5,musica,cultura
9,25,Medellin,4,1906523,1,3,7,musica,deporte
9,28,Medellin,5,1967571,1,3,8,vida nocturna,deporte
10,23,Medellin,10,2265523,0,3,5,musica,deporte
10,30,Medellin,6,1248010,0,3,5,musica,deporte
10,34,Medellin,4,860743,0,3,5,vida nocturna,cultura
9,18,Medellin,4,1928254,1,3,8,musica,cultura
10,24,Medellin,9,871792,0,3,5,musica,deporte
10,32,Medellin,7,501962,0,4,5,musica,deporte
10,32,Medellin,3,749179,0,3,5,musica,deporte
10,33,Medellin,8,1284510,0,3,5,vida nocturna,deporte
9,31,Medellin,5,1500806,1,3,8,vida nocturna,deporte
10,29,Medellin,3,716146,0,3,5,vida nocturna,deporte
9,32,Medellin,6,1252638,0,3,7,musica,deporte
9,31,Medellin,8,1955974,0,3,7,vida nocturna,cultura
10,22,Medellin,4,1268718,1,3,5,musica,cultura
9,28,Medellin,4,598972,0,4,8,musica,cultura
9,23,Medellin,9,976435,0,3,7,vida nocturna,deporte
10,27,Medellin,10,1537395,0,3,5,musica,cultura
9,24,Medellin,10,2535220,1,3,7,vida nocturna,cultura
9,34,Medellin,3,1709049,1,2,8,vida nocturna,deporte
10,19,Medellin,3,1467516,1,3,5,vida nocturna,cultura
9,33,Medellin,5,1539554,1,3,7,vida nocturna,cultura
10,25,Medellin,3,1640648,1,3,5,musica,deporte
9,30,Medellin,10,1538569,0,3,8,musica,deporte
10,20,Medellin,6,1022422,0,3,5,vida nocturna,cultura
10,23,Medellin,9,914452,0,3,5,musica,cultura
9,35,Medellin,4,1717765,1,3,8,vida nocturna,cultura
10,23,Medellin,4,787891,0,3,5,musica,deporte
10,34,Medellin,6,1024394,0,3,5,musica,cultura
9,22,Medellin,5,1316410,1,3,7,musica,cultura
10,35,Medellin,3,567663,0,4,5,musica,cultura
10,30,Medellin,6,665391,0,4,5,musica,cultura
9,33,Medellin,8,1072850,0,3,7,musica,deporte
9,31,Medellin,8,1591722,0,3,8,vida nocturna,cultura
9,32,Medellin,9,1994146,0,3,8,musica,deporte
9,22,Medellin,3,1135066,1,3,7,vida nocturna,deporte
9,23,Medellin,8,1449777,0,3,8,musica,deporte
9,30,Medellin,9,1116820,0,3,7,musica,deporte
10,29,Medellin,3,926041,0,3,5,vida nocturna,cultura
10,28,Medellin,10,1953440,0,3,5,vida nocturna,cultura
9,27,Medellin,5,1513279,1,3,7,vida nocturna,cultura
10,21,Medellin,6,1514257,0,3,5,vida nocturna,cultura
9,19,Medellin,5,1120401,1,3,8,vida nocturna,deporte
10,32,Medellin,3,1410639,1,3,5,musica,cultura
9,29,Medellin,8,598605,0,4,8,musica,deporte
10,25,Medellin,4,764775,0,3,5,vida nocturna,deporte
9,33,Medellin,4,1059225,1,3,7,musica,cultura
10,20,Medellin,6,1773331,0,3,5,vida nocturna,cultura
10,33,Medellin,4,1401911,1,3,5,musica,deporte
9,26,Medellin,4,694296,0,4,7,musica,deporte
